n,fronteraMax,tamClique,tiempo
195,127,2,1180368
195,127,2,1140939
195,127,2,1209306
198,67,2,957692
198,67,2,878282
198,67,2,880922
198,129,2,1232083
198,129,2,1246283
198,129,2,1346114
198,129,2,1238376
198,129,2,1602091
198,129,2,1286083
198,67,2,927074
198,129,2,1281571
198,129,2,1915023
198,129,2,2102736
198,67,2,920752
198,129,2,1246439
198,129,2,1216972
198,129,2,1159596
198,129,2,2359141
198,129,2,2582092
198,67,2,813532
201,68,2,819021
201,68,2,945652
201,131,2,1291356
201,131,2,1276481
201,131,2,1265721
201,68,2,1039352
201,68,2,1077152
201,131,2,1661209
201,131,2,1679485
201,131,2,1648124
201,131,2,1683081
201,131,2,1263805
201,131,2,1292300
201,131,2,1127636
201,131,2,1123550
201,68,2,846763
201,68,2,863422
201,131,2,1374212
201,131,2,1962503
201,131,2,1828585
204,69,2,974571
204,133,2,1451844
204,133,2,1462602
204,133,2,1534376
204,133,2,1644067
204,69,2,914768
204,69,2,932302
204,133,2,1257751
204,69,2,1183044
204,133,2,1307802
204,69,2,1007358
204,133,2,1231948
204,69,2,913953
204,69,2,908782
204,69,2,1016638
204,133,2,1299989
204,133,2,1280692
204,69,2,965013
204,69,2,959483
204,133,2,1214028
207,135,2,1236816
207,70,2,1011466
207,70,2,979369
207,70,2,983522
207,135,2,1386586
207,135,2,1306041
207,135,2,1243303
207,135,2,1292216
207,135,2,1192805
207,135,2,1179974
207,135,2,1338139
207,135,2,1316958
207,135,2,1315833
207,135,2,1316255
207,135,2,1253798
207,70,2,981155
207,70,2,985901
207,70,2,1033329
207,70,2,956164
207,70,2,938779
210,137,2,1521961
210,137,2,1610761
210,137,2,1600710
210,71,2,1130352
210,137,2,1663437
210,71,2,1137540
210,71,2,1176303
210,137,2,1519100
210,71,2,1180233
210,137,2,1342947
210,71,2,1008173
210,71,2,1015103
210,71,2,946232
210,137,2,1272381
210,137,2,1391924
210,137,2,861546
210,137,2,1755455
210,137,2,1769323
210,137,2,1343142
210,71,2,1000379
213,72,2,1077836
213,72,2,975696
213,139,2,1290525
213,139,2,1816638
213,139,2,1620259
213,72,2,978696
213,139,2,1502839
213,72,2,1055349
213,139,2,1378551
213,72,2,1052272
213,139,2,1244654
213,139,2,889414
213,139,2,1374947
213,72,2,980710
213,139,2,1311233
213,72,2,1034514
213,139,2,1390380
213,139,2,1305591
213,139,2,1311013
213,139,2,1412163
216,141,2,1349246
216,141,2,1392813
216,141,2,1333462
216,73,2,998631
216,141,2,1403483
216,141,2,1409471
216,141,2,1429506
216,73,2,1107562
216,141,2,1639686
216,141,2,1585317
216,141,2,1539234
216,141,2,1276032
216,73,2,945172
216,73,2,1058287
216,141,2,1417108
216,73,2,530287
216,73,2,1013462
216,141,2,1335012
216,141,2,1516998
216,141,2,1363416
219,143,2,1386340
219,74,2,1035233
219,143,2,1625899
219,74,2,966861
219,143,2,1328028
219,74,2,967550
219,143,2,1457034
219,74,2,1082908
219,143,2,1582661
219,143,2,2238814
219,143,2,1662148
219,143,2,1655640
219,74,2,1138999
219,143,2,1300004
219,74,2,1092684
219,143,2,1454806
219,143,2,1447960
219,74,2,1014944
219,143,2,1389686
219,143,2,1431898
222,145,2,1397868
222,145,2,1398024
222,75,2,1046584
222,145,2,1408484
222,75,2,1059041
222,145,2,1453608
222,75,2,1090558
222,145,2,1393046
222,75,2,1033674
222,75,2,1078392
222,145,2,1412435
222,75,2,1027380
222,75,2,1286472
222,145,2,1927380
222,75,2,1446522
222,145,2,1450991
222,145,2,1386193
222,145,2,1484341
222,75,2,1100574
222,145,2,1393668
225,147,2,1436498
225,76,2,1054552
225,147,2,1403956
225,76,2,1079378
225,147,2,1411966
225,147,2,1432068
225,147,2,1447260
225,147,2,1410813
225,147,2,1515954
225,147,2,1515384
225,76,2,1114433
225,147,2,1518384
225,147,2,1413418
225,147,2,1484326
225,147,2,1403503
225,147,2,1403827
225,76,2,1108217
225,147,2,1413897
225,76,2,1048461
225,147,2,1537201
228,149,2,1524893
228,149,2,1550819
228,77,2,1136837
228,77,2,2141101
228,149,2,1444200
228,149,2,1458706
228,149,2,1437201
228,77,2,561853
228,149,2,1507702
228,149,2,1530383
228,149,2,1547458
228,77,2,2508629
228,149,2,1887480
228,149,2,1910470
228,149,2,2388458
228,77,2,1460656
228,149,2,1371677
228,149,2,1551998
228,77,2,1173335
228,77,2,1143054
231,151,2,1617108
231,78,2,1493059
231,151,2,1562562
231,78,2,1322145
231,78,2,1382981
231,78,2,1357530
231,151,2,2635509
231,151,2,1246466
231,151,2,1213047
231,151,2,1760447
231,151,2,1575338
231,151,2,1408296
231,151,2,1400470
231,151,2,1534872
231,151,2,1469523
231,151,2,1504263
231,151,2,1471828
231,151,2,1579151
231,151,2,1561275
231,151,2,1467523
234,79,2,1130284
234,153,2,1497218
234,153,2,1517974
234,153,2,1519663
234,153,2,1700744
234,153,2,1918814
234,153,2,1023423
234,153,2,1048312
234,153,2,976788
234,79,2,735653
234,153,2,1001340
234,153,2,999041
234,153,2,932467
234,153,2,927678
234,153,2,951625
234,79,2,691719
234,79,2,697956
234,79,2,2557386
234,153,2,1898898
234,153,2,1430948
237,80,2,1078713
237,155,2,1536559
237,155,2,1530720
237,155,2,2021500
237,155,2,2660352
237,155,2,2389612
237,80,2,1020418
237,155,2,1371638
237,155,2,1397873
237,155,2,1402967
237,155,2,1369094
237,80,2,1040709
237,155,2,1409103
237,80,2,1016076
237,155,2,1379873
237,80,2,1020735
237,80,2,1016399
237,155,2,1394081
237,155,2,1376589
237,155,2,1378282
