n,fronteraMax,tamClique,tiempo
141,91,2,1785767
141,91,2,2324461
141,91,2,2376825
141,91,2,1926148
141,91,2,1959280
141,91,2,1935400
141,91,2,2457357
141,91,2,1889182
144,93,2,1958349
144,93,2,2091476
144,93,2,2287142
144,93,2,3070594
144,93,2,2656303
144,93,2,2059892
144,93,2,1822083
144,93,2,3023171
144,93,2,2478384
144,93,2,1984164
144,93,2,1721120
144,93,2,1812105
144,93,2,1833475
144,93,2,1866556
144,93,2,2471178
144,93,2,2526391
144,93,2,1839075
144,93,2,1938425
144,93,2,1726545
144,93,2,2389039
144,93,2,2363818
144,93,2,1938425
144,93,2,1824223
144,93,2,1804463
144,93,2,1875602
144,93,2,2397778
144,93,2,2437548
144,93,2,2384072
144,93,2,3029718
144,93,2,2268504
147,95,2,2012083
147,95,2,3348351
147,95,2,1881328
147,95,2,1990091
147,95,2,2016204
147,95,2,2988509
147,95,2,2475535
147,95,2,2070610
147,95,2,3075052
147,95,2,2022415
147,95,2,1931086
147,95,2,2600842
147,95,2,1871738
147,95,2,1994250
147,95,2,1992659
147,95,2,1953967
147,95,2,1949974
147,95,2,1764627
147,95,2,1822323
147,95,2,1799449
147,95,2,2463812
147,95,2,3007987
147,50,2,1713856
147,95,2,2251027
147,95,2,2537359
147,95,2,2075301
147,95,2,2424813
147,95,2,3019196
147,95,2,1939726
147,95,2,2081770
150,51,2,1665819
150,97,2,2197315
150,51,2,2466759
150,97,2,1961475
150,97,2,2037155
150,97,2,2278459
150,97,2,1977995
150,97,2,2474223
150,97,2,2191272
150,97,2,2087619
150,97,2,2075232
150,97,2,3138041
150,97,2,1969739
150,51,2,1758870
150,97,2,2537420
150,97,2,1948861
150,97,2,1953918
150,97,2,1996151
150,97,2,2684479
150,97,2,2818636
150,97,2,2116532
150,97,2,1999830
150,97,2,2357646
150,97,2,2108642
150,97,2,2062093
150,97,2,1993134
150,97,2,2102066
150,97,2,2325588
150,97,2,1823429
150,97,2,2780582
153,99,2,2214057
153,99,2,2128656
153,99,2,2571902
153,99,2,1861941
153,99,2,2679093
153,99,2,2372824
153,99,2,2681336
153,99,2,2079895
153,52,2,1780079
153,99,2,2074157
153,99,2,2131525
153,99,2,2573470
153,99,2,2233614
153,99,2,2562241
153,99,2,2100515
153,99,2,2594533
153,99,2,2035358
153,99,2,2067166
153,99,2,3191427
153,99,2,2059193
153,99,2,2142733
153,99,2,2336835
153,99,2,3657405
153,99,2,2549003
153,99,2,2178946
153,99,2,2014979
153,99,2,2607365
153,99,2,2175467
153,99,2,2514581
153,99,2,2032896
156,101,2,2237354
156,101,2,2782296
156,101,2,2362686
156,53,2,1797671
156,53,2,1731929
156,101,2,2695614
156,101,2,2227406
156,101,2,1893419
156,101,2,3402051
156,101,2,3368598
156,101,2,2107868
156,101,2,1968038
156,101,2,2579180
156,101,2,3505514
156,101,2,2051466
156,101,2,2183800
156,101,2,2216041
156,101,2,2815898
156,101,2,2120351
156,53,2,1789010
156,101,2,2048989
156,101,2,3384422
156,101,2,3238570
156,101,2,2080009
156,101,2,2205824
156,101,2,2831374
156,101,2,2636442
156,101,2,1950741
156,101,2,2658907
156,101,2,1926866
159,103,2,3254231
159,103,2,2199186
159,103,2,2984863
159,103,2,2464649
159,103,2,2984559
159,103,2,2881401
159,103,2,2709760
159,103,2,3421752
159,103,2,2068446
159,103,2,2479902
159,103,2,2294695
159,103,2,2888158
159,103,2,2209795
